Age,MonthlyIncome,CreditScore,ExistingLoan,LoanAmount,LoanTerm,Dependents,EmploymentStatus,EmploymentYears,PaymentHistory,Eligible
24,63008,579,22075,396113,36,2,Self-Employed,5,Good,1
42,29683,589,344159,64568,48,4,Self-Employed,18,Good,1
22,146742,346,205788,583754,36,3,Salaried,2,Good,1
30,93542,513,9304,272129,60,2,Self-Employed,11,Average,1
25,69319,323,129851,631612,12,2,Self-Employed,15,Good,1
30,107067,620,382873,938640,36,3,Self-Employed,2,Good,0
53,83975,573,59622,196539,24,0,Unemployed,15,Poor,0
58,116158,612,316359,650243,36,1,Business,3,Average,1
33,26577,662,473362,197748,48,4,Unemployed,19,Good,1
51,92299,679,336117,144791,36,0,Self-Employed,12,Good,1
56,35176,769,108654,736874,60,3,Unemployed,3,Good,1
44,78972,415,405737,945150,36,1,Business,3,Good,1
35,135018,341,249109,596938,60,1,Salaried,6,Poor,1
49,34996,678,286172,400434,24,1,Salaried,20,Average,1
28,115922,505,39328,127701,48,3,Salaried,11,Poor,1
25,101598,765,289445,847115,12,0,Salaried,1,Average,0
49,50931,579,300159,279164,24,4,Salaried,15,Good,1
24,139168,417,218348,503035,24,1,Salaried,6,Average,1
32,138099,536,36845,655266,12,1,Business,18,Average,1
22,49693,608,348962,579148,36,0,Salaried,10,Good,1
47,123944,755,76394,709089,36,1,Salaried,0,Good,1
51,32374,774,175231,605639,36,1,Business,8,Good,1
56,96471,399,305858,555920,48,3,Business,4,Good,1
56,60913,560,80722,374888,24,2,Unemployed,16,Average,1
46,138683,604,492937,729706,60,0,Self-Employed,0,Average,1
47,59516,653,489946,956630,12,0,Salaried,16,Poor,1
25,102796,585,287374,910587,24,0,Salaried,11,Average,0
40,41069,627,92554,171449,36,3,Salaried,12,Average,0
31,133333,402,49262,650988,12,3,Salaried,10,Good,1
30,99811,362,483417,809774,60,4,Salaried,12,Good,1
60,133028,581,41722,843387,24,3,Unemployed,12,Poor,0
58,54178,740,439575,307571,24,0,Salaried,5,Average,1
26,47821,592,324940,513506,48,4,Salaried,5,Average,0
28,31999,306,171231,487509,24,2,Salaried,19,Good,1
43,53712,391,240740,766696,24,1,Business,20,Average,1
46,48722,489,87052,858094,60,1,Salaried,9,Poor,0
32,25625,775,100808,580696,60,4,Salaried,18,Good,1
46,21859,810,255416,745763,12,2,Salaried,2,Average,0
33,125986,761,262128,313369,36,1,Salaried,6,Good,1
60,36839,352,221281,979700,60,4,Salaried,4,Good,0
38,42216,785,398455,513002,12,3,Self-Employed,7,Average,1
45,67953,789,246052,196444,24,0,Salaried,4,Good,1
53,64522,663,354095,831608,12,2,Business,11,Good,1
60,126249,411,313030,591567,12,1,Self-Employed,3,Average,1
32,22485,708,365568,160401,12,0,Business,18,Average,1
56,127701,306,420411,276801,12,4,Salaried,17,Good,1
24,117638,496,104697,821668,60,1,Salaried,2,Poor,0
25,27226,666,488075,553575,36,0,Salaried,6,Good,1
57,108405,549,231572,928836,12,3,Self-Employed,7,Poor,1
28,37588,539,232842,219259,48,2,Self-Employed,14,Average,0
48,52019,679,96299,297145,24,4,Salaried,20,Good,1
51,80133,770,165746,360625,24,1,Business,16,Good,1
29,129444,754,149177,733835,24,3,Business,18,Good,1
49,132603,665,160811,94552,24,2,Business,3,Good,1
34,143585,589,163041,249041,24,2,Salaried,15,Average,1
60,58395,702,14497,257606,12,3,Self-Employed,12,Good,1
42,140814,357,395032,804965,36,1,Salaried,11,Good,1
31,127599,820,254204,836157,48,2,Self-Employed,3,Average,1
43,40939,603,381059,450074,60,4,Salaried,11,Good,1
21,15203,414,257471,779846,48,0,Salaried,16,Good,0
57,44063,509,92019,124474,60,4,Business,8,Good,1
41,105880,340,190326,337312,60,2,Self-Employed,11,Average,1
46,18748,472,109017,606387,48,0,Salaried,14,Average,0
56,132269,533,480911,252252,12,3,Salaried,19,Average,0
43,95764,702,331529,814742,24,0,Self-Employed,1,Good,1
21,123036,338,218220,373599,12,0,Unemployed,8,Good,0
60,131525,418,105153,628528,24,0,Self-Employed,13,Good,1
35,100679,634,33826,386940,36,2,Unemployed,3,Good,1
41,140829,635,110034,891024,60,1,Salaried,3,Good,1
29,143216,838,456581,835034,48,2,Self-Employed,5,Good,1
29,148175,373,84242,434325,36,1,Business,4,Good,1
30,80901,490,385210,302051,24,3,Self-Employed,16,Average,1
46,113046,623,50100,151611,12,3,Salaried,12,Good,1
55,105012,446,221171,632334,48,3,Self-Employed,19,Good,1
45,93278,583,387314,824756,60,3,Self-Employed,16,Poor,1
46,27391,512,397575,66488,36,3,Business,18,Good,0
31,117476,693,358349,239913,60,4,Business,0,Good,1
58,135721,638,12809,430665,24,2,Business,20,Poor,1
22,112537,321,64450,967899,60,1,Self-Employed,16,Poor,1
27,96159,404,300572,758029,12,3,Salaried,2,Good,1
38,146040,765,488206,716205,36,4,Salaried,13,Average,1
47,50503,758,334934,741419,36,4,Business,11,Good,1
54,90403,731,111126,68394,12,4,Unemployed,14,Average,1
47,79286,520,352465,930425,60,2,Salaried,5,Poor,1
37,89842,678,264237,226978,12,3,Self-Employed,19,Good,1
44,119927,521,44498,109332,48,4,Salaried,1,Average,0
45,29908,557,116251,218377,12,4,Salaried,3,Average,0
27,52228,666,40985,92628,60,3,Self-Employed,12,Good,1
26,38386,648,294153,857784,12,2,Self-Employed,12,Average,0
44,43302,524,475310,529898,24,4,Salaried,16,Good,1
53,75815,535,390659,919403,12,1,Business,5,Good,1
49,78344,482,17718,101993,12,0,Business,10,Poor,1
42,126603,743,278849,220458,60,0,Unemployed,18,Good,1
46,76114,305,349762,939459,48,0,Salaried,15,Good,0
48,40525,535,62598,500281,48,2,Self-Employed,7,Average,1
41,94818,426,340022,956644,60,4,Salaried,0,Poor,0
27,129589,403,274383,528720,60,0,Salaried,9,Poor,0
37,109715,779,308766,556357,60,0,Self-Employed,1,Good,1
40,21644,454,46665,58539,24,3,Business,18,Good,1
40,116154,556,294418,182335,36,4,Salaried,13,Good,1
42,58469,534,404635,456521,12,4,Unemployed,2,Good,1
48,121609,799,370512,890249,60,3,Business,8,Poor,1
60,80206,588,146075,991902,60,4,Business,7,Average,1
27,111462,809,161938,290310,60,1,Business,10,Good,1
21,98178,597,153060,256873,48,2,Salaried,14,Good,1
52,101724,436,449110,361251,60,3,Business,5,Poor,1
33,111393,675,370707,999656,12,0,Salaried,1,Average,1
50,142314,386,221516,536476,60,4,Business,0,Good,1
43,91312,718,136746,998128,12,1,Salaried,2,Average,1
39,90324,498,201610,965672,24,1,Salaried,17,Good,1
52,86196,762,355247,411799,36,2,Self-Employed,13,Average,1
50,85014,736,66446,630420,48,1,Salaried,16,Average,1
49,48340,609,29072,962133,12,4,Salaried,1,Average,1
49,54850,580,33717,155494,24,4,Salaried,18,Good,1
50,128711,622,218417,889411,36,1,Business,8,Good,1
36,26094,451,157723,894445,36,4,Self-Employed,7,Good,0
60,102959,601,379346,275997,36,4,Salaried,9,Poor,0
39,20741,577,437507,638085,12,0,Salaried,8,Poor,0
38,126585,307,384533,101798,24,3,Salaried,7,Average,0
21,137564,534,109525,722010,60,4,Self-Employed,6,Poor,1
34,83798,601,456566,469230,24,4,Business,5,Average,0
22,131026,337,213092,650709,24,2,Salaried,1,Good,1
48,125130,435,4646,319578,24,3,Salaried,8,Average,0
50,37164,720,301857,866460,12,3,Salaried,8,Good,1
58,45257,518,330080,640846,12,3,Salaried,18,Good,1
24,110989,647,175403,860763,12,1,Salaried,8,Good,1
21,67691,845,284329,117573,24,0,Business,1,Good,1
28,94768,378,346407,703761,12,0,Salaried,18,Average,0
49,29026,572,229728,517508,36,2,Self-Employed,15,Good,1
59,45908,460,52107,227398,12,3,Self-Employed,13,Good,1
23,34610,607,244865,395123,48,3,Salaried,19,Average,0
52,78185,673,459770,840555,12,4,Business,0,Average,1
30,87567,308,279707,328747,12,1,Self-Employed,12,Good,0
30,51182,743,70729,378085,12,1,Salaried,1,Good,1
39,131136,412,277845,92597,12,2,Business,13,Good,1
54,146642,504,200144,768598,48,0,Salaried,0,Average,0
53,34288,704,441433,920670,60,3,Business,14,Average,0
43,93824,496,437826,485935,12,2,Self-Employed,17,Good,0
48,99425,414,215494,797146,36,1,Self-Employed,8,Poor,1
52,15917,420,495339,353895,48,1,Business,7,Good,0
27,90602,364,252615,962894,60,1,Business,6,Good,1
49,79575,575,443347,136978,12,3,Self-Employed,8,Good,1
28,87518,538,128331,329837,60,3,Business,8,Good,1
21,54104,601,160482,532757,36,3,Salaried,10,Poor,0
23,31999,691,99280,218769,48,4,Self-Employed,3,Good,1
44,76169,821,189787,406668,48,0,Salaried,6,Good,1
43,144744,668,38665,410013,60,1,Salaried,20,Good,1
28,125684,532,278101,735352,12,1,Business,6,Good,0
57,74821,494,441343,375969,24,4,Salaried,3,Good,1
23,27192,311,456805,714882,48,1,Salaried,11,Good,0
53,89102,476,308152,442619,24,1,Business,16,Good,1
48,129894,516,324064,881838,48,3,Salaried,19,Good,0
28,101795,310,259285,288078,12,3,Salaried,2,Average,0
54,81677,745,163947,290140,12,0,Self-Employed,8,Average,1
55,149327,463,113828,717481,48,1,Self-Employed,4,Good,1
52,117412,850,385996,697659,60,2,Business,19,Good,1
44,34404,352,132698,457435,12,1,Self-Employed,15,Poor,1
34,131545,517,90815,838049,12,1,Self-Employed,7,Good,1
52,38989,659,194894,93016,36,0,Business,20,Good,1
36,123106,684,464981,493888,12,2,Salaried,15,Average,1
24,39519,355,203485,336420,36,1,Self-Employed,18,Average,1
57,37439,417,164714,805247,12,2,Business,15,Good,0
41,133570,552,300455,384384,12,3,Salaried,17,Good,0
34,29995,479,32356,942724,60,3,Salaried,14,Good,0
51,38559,714,265953,236807,60,2,Salaried,17,Average,1
38,104049,534,436587,592247,12,1,Self-Employed,13,Good,1
27,113000,379,297019,602810,48,2,Salaried,15,Good,1
30,54350,321,241121,499303,48,2,Self-Employed,4,Good,1
27,40517,776,271609,453169,12,3,Business,7,Good,1
53,104132,739,197167,76567,48,2,Self-Employed,15,Good,1
43,74546,392,335988,503739,12,4,Salaried,20,Good,1
41,120686,491,196322,112708,60,4,Business,0,Good,1
39,103151,402,349033,176206,24,3,Salaried,10,Average,0
39,18327,695,15250,596848,36,1,Business,10,Good,1
56,135318,306,46023,632678,48,1,Self-Employed,1,Average,1
49,130945,530,101350,700060,48,3,Salaried,18,Good,1
38,61830,539,177696,511365,60,1,Unemployed,4,Poor,1
22,67446,389,16427,357248,48,0,Salaried,2,Poor,1
21,84341,531,426492,632093,12,4,Unemployed,7,Good,1
25,46085,756,333787,286109,12,0,Salaried,3,Poor,1
40,70571,532,210084,545951,24,0,Salaried,12,Good,1
31,143308,653,134511,336640,24,0,Salaried,13,Average,1
22,20750,632,479064,788661,24,3,Salaried,0,Good,0
23,128931,738,218403,141257,12,0,Business,4,Good,1
43,93768,674,78672,53515,24,2,Self-Employed,20,Good,1
32,50903,591,472919,578742,24,1,Business,6,Good,1
40,106036,644,17300,287145,12,3,Salaried,5,Average,1
25,102954,727,322433,72873,60,2,Salaried,14,Good,1
57,98014,429,410398,910352,48,2,Self-Employed,14,Good,1
58,132305,440,463723,325871,36,4,Salaried,7,Poor,0
50,47101,714,444128,702664,12,4,Self-Employed,1,Poor,1
29,17775,392,420125,643358,12,2,Self-Employed,13,Poor,0
54,126497,583,19659,935491,36,4,Salaried,15,Poor,1
55,60619,522,162475,698852,36,1,Business,9,Good,1
42,72124,762,245259,278497,24,1,Business,14,Good,1
44,80149,844,426802,691501,36,4,Self-Employed,3,Good,1
37,41616,575,10360,755339,48,0,Salaried,11,Poor,1
30,76799,439,283568,599753,48,2,Salaried,9,Good,1
50,105221,656,98035,234972,48,1,Salaried,1,Good,1
43,129879,322,48791,634087,48,4,Salaried,3,Good,1
52,40479,569,396281,560237,48,4,Salaried,19,Good,1
37,114165,632,199867,670417,24,1,Business,5,Good,1
37,70863,384,274444,464546,12,1,Self-Employed,13,Average,0
34,97569,330,33370,713662,36,0,Self-Employed,2,Good,1
29,31351,539,200903,419432,12,4,Salaried,14,Good,1
60,59825,662,27209,293761,36,4,Unemployed,0,Average,1
22,26349,688,495047,292821,24,3,Salaried,18,Average,1
45,59254,598,283071,62875,24,0,Business,0,Good,1
59,53225,670,34579,601507,60,1,Unemployed,12,Poor,1
29,27453,398,271176,872614,60,1,Business,7,Average,0
42,92694,346,93254,785901,24,2,Unemployed,17,Good,1
24,30735,721,340557,485485,24,1,Self-Employed,2,Average,1
46,62893,779,433947,391925,36,4,Salaried,17,Average,1
49,142006,361,113528,56457,24,1,Salaried,19,Good,1
54,60066,408,223274,974253,12,4,Salaried,8,Good,1
43,149445,848,446983,83064,36,4,Salaried,5,Good,1
57,25692,418,386060,977325,24,0,Self-Employed,19,Average,0
31,60541,681,238292,689544,36,1,Salaried,1,Good,1
26,81983,691,334446,934729,36,0,Business,3,Average,1
38,135747,351,181026,808947,48,4,Salaried,17,Good,1
41,100103,588,248342,259727,60,1,Salaried,6,Good,1
56,40566,636,219437,975168,36,1,Unemployed,10,Good,1
58,88193,503,347901,210353,36,0,Salaried,4,Good,1
54,136015,537,418318,832351,48,0,Business,7,Poor,0
37,145956,681,427649,286887,24,4,Business,10,Average,1
57,85744,435,278076,475037,36,4,Salaried,19,Good,1
45,48455,706,287858,809129,48,1,Self-Employed,19,Good,1
58,69219,807,57803,992151,12,1,Salaried,14,Average,1
32,60991,661,432959,644206,48,3,Business,2,Average,1
43,88616,680,133624,263057,60,3,Self-Employed,6,Average,1
42,102438,553,56627,526015,60,2,Salaried,7,Good,1
41,131841,776,177059,926611,24,4,Business,10,Poor,1
47,73870,413,341954,387088,24,2,Salaried,9,Average,1
51,101694,319,45380,139142,60,2,Business,19,Good,1
26,58856,827,160322,77603,60,0,Business,8,Good,1
47,116407,444,199416,882890,36,0,Business,14,Good,1
60,46379,507,326830,120605,60,3,Business,19,Average,1
54,79729,830,382465,331767,24,2,Salaried,4,Good,1
32,69353,675,307172,618728,60,3,Unemployed,14,Good,1
27,29031,803,146367,918859,24,4,Salaried,3,Good,1
30,80982,465,375285,975208,12,1,Self-Employed,4,Good,1
37,51683,849,317392,405970,60,0,Salaried,14,Good,1
46,129091,480,473421,339604,24,4,Unemployed,16,Average,0
41,132797,743,272667,264117,48,4,Business,7,Good,1
48,21587,631,307674,788165,36,0,Business,18,Good,0
22,77790,802,259125,516727,24,0,Salaried,8,Good,1
21,46480,378,13769,160373,60,2,Business,9,Good,1
56,38569,695,456258,974069,60,3,Business,4,Good,1
46,26151,402,112035,317014,12,4,Self-Employed,9,Good,1
49,59739,701,175717,68909,48,2,Salaried,0,Good,1
41,47954,523,221815,321261,24,2,Salaried,3,Average,1
31,124373,817,455358,299975,48,4,Salaried,20,Good,1
60,49700,535,231832,903906,12,4,Salaried,4,Average,1
31,138728,726,156629,668214,36,1,Salaried,6,Good,1
56,81788,415,234799,487538,48,3,Salaried,4,Good,1
59,86045,462,341926,177463,12,4,Salaried,19,Average,1
60,142992,525,340526,151536,24,0,Salaried,7,Good,1
55,95059,529,168157,856560,36,1,Salaried,16,Poor,0
54,16881,481,443924,301981,60,3,Unemployed,0,Good,0
44,147702,548,444573,540533,12,0,Self-Employed,17,Good,0
42,35789,617,373083,381145,60,0,Salaried,11,Good,0
25,141083,509,144542,836872,36,3,Self-Employed,2,Poor,1
53,103059,691,340856,230685,12,1,Self-Employed,19,Poor,1
56,61151,395,118643,697779,12,0,Unemployed,13,Good,1
40,124388,385,369561,979167,36,2,Salaried,15,Good,1
39,18262,714,210154,547275,24,3,Salaried,17,Good,1
55,81981,693,137877,200619,12,3,Unemployed,9,Average,1
37,135951,800,213396,655950,36,4,Salaried,14,Good,1
54,138099,432,390400,810416,48,1,Salaried,9,Good,1
29,96972,613,225956,50005,60,2,Salaried,0,Good,1
46,90485,520,455244,284152,12,2,Salaried,18,Average,1
22,69722,737,181844,319182,48,4,Unemployed,1,Good,1
29,104499,345,445320,842846,12,0,Salaried,12,Average,0
29,21901,491,466832,530875,24,0,Unemployed,15,Average,0
60,132473,819,101422,905938,36,2,Unemployed,7,Good,1
37,23597,678,351444,913018,12,1,Self-Employed,2,Good,1
21,144631,633,268774,445822,36,0,Salaried,20,Average,1
45,78909,338,386618,852914,12,3,Salaried,18,Good,0
60,87391,592,361013,804189,24,4,Salaried,13,Good,1
45,78293,461,277845,252945,24,1,Salaried,10,Average,1
59,26874,630,145931,608236,48,0,Self-Employed,11,Poor,0
55,101402,403,414399,402131,24,2,Salaried,10,Poor,0
23,29079,460,433654,272873,36,4,Unemployed,10,Average,0
57,87779,353,359429,272322,24,0,Self-Employed,20,Good,1
50,110408,333,117556,70875,12,2,Self-Employed,17,Good,1
58,135606,541,228495,325201,24,0,Business,9,Good,1
54,135062,412,254809,82400,36,4,Salaried,15,Good,1
32,27100,617,435460,514674,12,3,Salaried,7,Good,1
39,72021,322,205384,118607,48,3,Salaried,5,Good,1
57,143126,417,15021,923993,48,2,Salaried,18,Poor,0
37,107446,511,200935,339647,48,3,Self-Employed,12,Poor,0
30,44437,717,448781,466981,12,4,Salaried,14,Poor,1
32,35862,412,441259,151096,48,2,Salaried,12,Good,1
36,26669,343,204222,620900,24,0,Unemployed,0,Poor,0
44,136219,427,64361,934750,12,1,Salaried,20,Good,1
39,30916,457,394461,311538,12,0,Self-Employed,1,Good,1
28,25878,693,434227,134335,12,4,Salaried,12,Average,1
51,17985,811,272499,413133,60,2,Salaried,1,Good,0
41,56235,344,98841,667300,36,0,Self-Employed,10,Poor,0
37,33931,407,441908,131748,60,2,Unemployed,12,Good,1
43,107876,518,180076,976932,60,3,Salaried,9,Good,1
57,15336,742,246300,736779,60,1,Salaried,14,Good,1
36,57933,614,160786,115195,36,4,Salaried,0,Poor,1
26,60536,476,17198,779055,60,0,Salaried,13,Good,1
28,84504,527,329095,664134,48,1,Salaried,9,Average,1
45,114214,566,394868,676692,12,4,Self-Employed,17,Average,0
38,128936,678,436841,351286,12,4,Salaried,10,Average,1
45,31279,788,258466,835608,24,3,Salaried,6,Good,1
32,118751,589,479198,121540,48,2,Self-Employed,14,Good,1
35,119433,656,18740,743649,36,2,Salaried,2,Average,1
46,86386,503,265954,389092,12,1,Salaried,1,Poor,0
46,101124,512,385887,895383,60,3,Unemployed,7,Average,0
52,120750,622,409785,61755,24,4,Salaried,7,Good,1
30,92485,480,258308,827203,24,3,Business,10,Good,1
36,89055,798,99855,430129,12,3,Salaried,15,Good,1
27,106911,619,210192,658841,48,1,Salaried,1,Average,0
37,113618,382,288927,184962,24,2,Salaried,4,Good,1
43,128892,602,121701,930808,12,3,Salaried,6,Average,1
46,86128,561,492281,306760,48,3,Salaried,19,Poor,0
41,67495,499,340191,67175,12,3,Salaried,12,Good,1
42,97806,539,271615,902119,12,0,Business,1,Good,0
27,108185,594,110771,921415,48,3,Self-Employed,2,Poor,1
34,64649,811,6163,531503,48,3,Salaried,8,Good,1
35,110402,695,456303,800071,48,4,Self-Employed,9,Good,1
27,45676,437,324215,729648,12,0,Business,12,Good,1
29,79093,428,16065,96629,24,3,Business,20,Good,1
28,94414,348,384467,691067,36,3,Salaried,12,Average,0
43,108095,592,241262,228872,36,1,Business,4,Good,1
49,87307,835,380113,742727,12,1,Salaried,6,Good,1
38,110432,610,345600,520970,12,0,Salaried,16,Average,1
51,46923,836,497721,380657,24,4,Self-Employed,14,Good,1
50,132449,533,248924,657050,48,0,Business,4,Good,1
59,62574,508,179420,210094,12,0,Unemployed,6,Average,0
55,136757,393,281298,774689,60,1,Unemployed,1,Poor,0
38,68664,626,367847,969163,48,1,Salaried,17,Good,1
59,82384,524,20229,107941,12,4,Unemployed,9,Good,1
37,46027,310,314731,355617,60,3,Salaried,0,Average,0
34,49485,628,250470,760958,24,4,Salaried,13,Average,0
51,50554,311,311857,66040,60,3,Self-Employed,18,Good,1
44,61922,334,158069,119806,12,2,Salaried,15,Good,1
55,28409,746,21101,718646,36,1,Self-Employed,18,Good,1
54,51639,751,40391,250211,12,2,Salaried,5,Average,1
23,34692,519,206935,686364,36,2,Unemployed,11,Good,1
57,104037,740,72723,105916,24,1,Salaried,2,Poor,1
60,33074,834,226293,722960,24,2,Salaried,6,Good,1
46,44963,528,190477,445507,48,0,Unemployed,2,Average,0
43,67265,643,166020,456339,48,3,Salaried,16,Poor,0
59,31061,379,362408,840243,36,4,Self-Employed,14,Good,1
35,128502,652,446247,605564,36,1,Self-Employed,18,Good,1
24,37800,695,300065,235217,24,0,Self-Employed,18,Good,1
49,131192,589,465787,917481,60,4,Self-Employed,10,Good,0
42,122228,754,470223,251750,36,4,Salaried,20,Good,1
45,43054,427,290604,269854,36,4,Business,19,Good,1
33,28233,842,414287,796403,60,2,Salaried,1,Poor,0
38,80727,658,197190,994218,48,2,Salaried,6,Average,1
53,105610,826,179354,761045,48,2,Salaried,18,Poor,1
36,85453,612,91725,717554,36,2,Self-Employed,6,Good,1
22,119135,374,320589,385206,48,0,Self-Employed,9,Good,1
55,123464,845,212139,200434,48,2,Unemployed,11,Good,1
54,28682,495,344352,890931,48,1,Business,17,Good,0
50,73160,328,448032,620569,24,4,Self-Employed,5,Good,1
33,38666,315,368427,881284,12,0,Unemployed,19,Good,0
33,73817,722,85779,836408,36,2,Salaried,20,Average,1
38,106198,704,3060,827981,36,4,Self-Employed,7,Good,1
52,56830,830,125806,554869,24,0,Self-Employed,4,Good,1
52,25234,376,275875,753196,12,4,Salaried,2,Good,0
55,72616,528,339974,578883,12,0,Business,1,Poor,0
59,24221,596,115871,670218,24,3,Salaried,5,Good,1
49,16051,809,20719,196474,60,0,Self-Employed,6,Good,1
49,125529,837,440258,311745,60,2,Business,7,Good,1
36,91918,625,49116,770643,12,4,Unemployed,3,Good,0
30,93116,662,26325,404820,60,4,Business,11,Average,1
50,137226,658,415813,748083,60,4,Self-Employed,11,Good,1
45,59757,623,460655,232394,60,1,Self-Employed,16,Good,0
59,136008,625,14551,752124,12,1,Salaried,18,Good,1
40,146379,464,355431,468127,60,2,Salaried,8,Average,0
25,71889,754,286422,796648,36,3,Unemployed,11,Good,1
21,50944,452,484405,855837,12,1,Unemployed,20,Good,1
50,114555,426,15141,108122,24,0,Business,16,Good,1
23,53134,492,330057,804849,60,2,Salaried,9,Good,1
34,40954,829,295759,282661,48,3,Business,18,Good,1
50,104959,309,122058,703197,12,0,Unemployed,10,Good,1
24,19992,391,193823,315591,24,4,Salaried,19,Good,1
38,16961,438,112684,234215,36,1,Self-Employed,12,Good,1
57,27497,780,289596,60662,24,0,Business,3,Average,0
45,28255,748,415941,506217,60,3,Self-Employed,14,Good,1
21,63847,632,50391,632570,48,2,Unemployed,11,Good,1
35,35389,639,120288,448115,60,0,Salaried,9,Good,1
29,138802,351,206132,865014,24,2,Business,6,Good,1
35,76576,765,113535,641759,12,4,Business,1,Good,1
44,58919,774,142770,697801,48,3,Salaried,20,Good,1
24,18358,700,239947,223285,48,3,Business,6,Good,1
32,103535,738,86711,681866,24,1,Self-Employed,7,Good,1
57,120982,808,339994,912303,60,3,Salaried,20,Good,1
57,20698,452,371877,657493,24,0,Salaried,18,Average,0
26,81809,813,264509,910513,48,0,Salaried,5,Good,1
59,108079,802,228625,942215,24,0,Business,20,Good,1
44,70805,305,359806,284631,48,4,Unemployed,7,Good,1
31,90033,799,43372,133805,60,3,Salaried,19,Good,1
33,113239,417,44134,174698,12,3,Salaried,3,Good,1
54,145407,784,299967,218902,12,0,Salaried,19,Good,1
45,59041,767,71158,974570,24,1,Self-Employed,8,Good,1
27,46954,460,358220,60712,48,1,Unemployed,4,Good,0
24,23002,569,237159,393671,12,3,Self-Employed,5,Good,1
28,84783,355,133021,965885,48,3,Self-Employed,18,Good,1
40,122524,527,49396,701176,60,2,Self-Employed,11,Average,0
49,139857,448,370480,806686,24,3,Salaried,4,Poor,0
30,34738,345,31912,568680,48,0,Business,4,Average,1
54,25703,443,56947,246437,24,4,Self-Employed,17,Good,1
46,128776,639,490913,661473,48,3,Self-Employed,5,Average,1
23,59724,712,44387,411995,48,3,Business,8,Good,1
26,47299,819,457181,474022,60,0,Business,10,Average,1
25,30641,643,278652,586498,24,2,Business,13,Average,0
25,94534,686,307736,86972,36,3,Unemployed,1,Average,1
43,21305,772,109249,811254,48,1,Unemployed,13,Good,0
29,33782,574,1919,346280,48,1,Self-Employed,18,Good,1
55,93257,652,304739,487513,12,1,Salaried,9,Good,1
40,92963,365,140689,952877,24,4,Salaried,4,Good,1
55,136987,378,468484,852377,36,4,Business,3,Good,0
38,139591,501,33298,800561,60,3,Salaried,6,Good,1
37,82766,412,237225,391324,36,3,Salaried,12,Good,1
44,21511,390,400145,382597,60,3,Salaried,9,Poor,0
23,129816,440,233725,921836,36,4,Business,9,Good,1
52,19765,588,276600,980728,36,3,Self-Employed,3,Good,0
55,38929,710,109599,53052,24,0,Salaried,15,Poor,1
58,126576,676,348820,339416,12,2,Salaried,14,Poor,1
33,86088,683,83721,353294,36,1,Business,20,Good,1
45,92525,451,300068,801564,48,1,Salaried,10,Good,1
29,28780,618,286384,198388,48,0,Salaried,18,Good,1
24,21589,668,349525,496605,48,3,Self-Employed,20,Good,1
34,108664,761,271372,712600,12,4,Self-Employed,2,Poor,1
57,119188,311,283830,933527,36,3,Salaried,14,Average,0
54,108326,455,11920,380918,60,3,Self-Employed,15,Good,1
31,55953,776,7432,879607,60,1,Salaried,13,Poor,1
23,80785,700,456791,443781,24,1,Business,4,Average,1
48,34309,476,110507,66375,12,4,Salaried,16,Poor,1
49,69195,640,392653,599998,36,1,Salaried,17,Poor,1
29,40901,356,333869,755255,48,3,Business,18,Good,1
23,40464,747,224647,828912,12,0,Business,0,Good,1
45,31260,502,164982,720534,12,4,Salaried,8,Good,1
54,139997,501,121764,419170,36,0,Salaried,20,Poor,1
32,50440,629,161298,530545,24,3,Business,13,Poor,1
29,110082,662,204222,77597,24,4,Business,19,Good,1
35,120583,753,321243,386433,24,0,Salaried,20,Good,1
60,71683,655,112557,481613,48,4,Self-Employed,19,Good,1
45,139206,515,348904,135687,48,3,Salaried,20,Average,0
25,148059,322,18013,168968,36,4,Self-Employed,10,Good,1
31,93484,454,21446,614562,24,3,Salaried,1,Good,1
54,83309,485,367353,517453,36,4,Salaried,19,Good,1
44,60927,548,496409,253570,24,4,Salaried,4,Average,0
35,57946,433,201447,481413,12,1,Salaried,14,Poor,1
58,141503,620,455725,622922,60,3,Salaried,11,Good,1
28,68592,689,102261,866473,60,2,Salaried,13,Good,1
25,48776,733,357883,974752,24,4,Salaried,10,Average,1
46,149855,321,262701,397509,36,0,Salaried,20,Poor,1
38,70798,424,423882,969707,48,1,Business,8,Good,1
26,85204,378,168461,888418,24,1,Salaried,19,Good,1
57,101207,350,178772,861802,24,4,Business,7,Good,1
33,115356,475,130878,347391,48,2,Salaried,11,Good,1
48,75652,552,99143,960835,24,1,Salaried,2,Good,1
25,144572,545,24578,431688,12,3,Self-Employed,20,Good,1
33,35922,405,74779,256994,48,4,Unemployed,14,Good,1
37,91996,492,140668,830768,12,4,Salaried,7,Average,1
60,45266,615,319644,443650,60,2,Salaried,6,Good,1
52,17866,601,72534,637270,48,3,Self-Employed,16,Good,0
49,127669,847,272273,901612,48,3,Unemployed,11,Good,1
23,20898,567,456610,682822,36,2,Unemployed,19,Good,0
60,33395,469,197118,739834,36,0,Salaried,17,Good,1
54,19006,850,273740,336788,48,3,Salaried,17,Average,0
60,25956,754,65355,612781,60,0,Self-Employed,14,Good,1
47,110676,591,12974,395968,24,0,Self-Employed,2,Good,1
33,136724,440,197745,564922,36,4,Self-Employed,18,Good,1
53,77901,445,374148,971463,60,4,Business,14,Poor,1
26,122227,724,251366,883721,60,1,Business,15,Good,1
44,132192,613,388938,978647,36,4,Salaried,16,Good,1
